No.	Word	Valence_Mean	Valence_SD	Arousal_Mean	Arousal_SD	Frequency
4055	一清二楚	7.1	1.14	3.1	1.432	13
4060	天公不作美	2.4	1.14	3.1	1.342	4
4081	狼狽	2.1	1.14	5.7	1.204	11
4082	狼狽不堪	2.1	1.14	5.7	1.204	4
4111	直挺挺	6.4	1.14	4.4	1.14	4
4152	剛直	6.9	1.14	5.4	0.822	0
4157	受損	2.6	1.14	4	1.414	56
4158	平順	6.4	1.14	2.1	0.894	13
4162	長壽	7.4	1.14	2.9	1.517	20
4313	功不可沒	7.9	1.14	4.6	0.894	15
4337	各有千秋	6.4	1.14	4.5	1.323	0
4364	呆滯	3.4	1.14	1.8	0.837	7
4384	並駕齊驅	7.9	1.14	6.4	1.387	11
4403	生銹	3.4	1.14	2.8	1.304	5
4566	省力	6.4	1.14	1.8	0.837	13
4570	互撞	3.6	1.14	6.6	1.14	0
4571	餓昏	3.6	1.14	4.2	1.304	0
4580	滲漏	3.4	1.14	4	1.414	0
4585	不如人意	2.9	1.14	4	1.581	0
4588	天打雷霹	2.1	1.14	8.1	1.342	0
4619	炮擊	2.4	1.14	7.1	1.517	0
4621	猛踢	3.9	1.14	6.9	1.597	0
4656	劫掠	2.4	1.14	5.6	1.517	4
4666	不平等	2.6	1.14	3.4	1.517	19
4671	好鬥	3.4	1.14	6.2	1.643	0
4675	有仇	2.1	1.14	7	1.581	0
4700	喝倒彩	2.4	1.14	5.6	2.104	0
4701	存心	3.6	1.14	3.7	1.565	18
4708	濫葬	2.6	1.14	3.5	1	0
4717	不好過	2.6	1.14	4.9	1.517	0
4725	亂扯	3.9	1.14	3.5	1.658	0
4732	傻瓜	3.1	1.14	4.6	2.881	39
4739	嗜殺成性	2.1	1.14	5.8	0.908	0
4783	落寞	3.1	1.14	2.8	1.304	22
4859	陷害	2.9	1.14	5.4	2.043	7
4944	吹牛	3.9	1.14	4.2	1.643	30
4945	吹牛皮	3.9	1.14	4.2	1.643	0
4951	扯碎	2.9	1.14	6.5	2.345	0
4988	荒誕	2.6	1.14	4.3	1.924	10
4993	濫挖	2.6	1.14	6.6	2.074	0
4994	濫砍	2.6	1.14	6.6	2.074	0
5005	蠶食	3.6	1.14	3.9	2.074	0
5049	混戰	3.9	1.14	4.6	2.191	10
5050	刺骨	3.6	1.14	4.2	2.683	8
5121	貧瘠	3.6	1.14	2.1	1.14	20
5145	嘔氣	3.9	1.14	5	2.55	7
5167	愧疚	3.4	1.14	4	2	6
5188	撕碎	3.6	1.14	6.2	0.758	0
5282	打碎	3.9	1.14	5.5	1.118	11
5291	餓死	2.4	1.14	5.7	1.789	161
5356	惡勢力	2.9	1.14	4.9	1.746	10
2831	剝削	2.8	1.122	6.2	1.327	53
3390	無價	6.2	1.122	4.8	2.379	15
3606	搞笑	6.5	1.118	6	1.458	5
3608	源源不絕	6.5	1.118	5.8	1.351	8
3711	酷寒	3.5	1.118	4.3	1.204	0
3732	皺巴巴	2.5	1.118	4.1	1.245	0
3807	激挺	6.5	1.118	7.3	1.304	0
3822	超群	7.5	1.118	6.3	0.671	9
4025	一應俱全	7.5	1.118	3.2	1.255	17
4057	叫座	8.5	1.118	7.6	0.418	18
4224	不起眼	3.5	1.118	2.7	1.204	34
4388	兩全其美	7.5	1.118	4.5	1.275	12
4389	其貌不揚	3	1.118	3.7	0.57	6
4546	火冒三丈	2.5	1.118	8	1.225	16
4584	弄碎	3.5	1.118	4.5	1.5	0
4948	放逐	3.5	1.118	3.8	2.168	11
4986	狗眼看人低	2.5	1.118	4.2	2.28	0
5028	腦滿腸肥	2.5	1.118	4.3	1.987	0
5082	放蕩	3.5	1.118	3.6	1.342	10
5117	氣昏	2.5	1.118	6.8	1.643	0
5139	不關心	3.5	1.118	1.4	0.548	0
2827	勸告	4.9	1.114	4.2	0.748	8
2888	扼殺	3.1	1.114	6.2	1.208	31
2957	不屈不撓	7.1	1.114	6.1	1.428	9
3124	霸佔	3.1	1.114	6.7	0.748	8
3134	暴發	3.9	1.114	7.7	0.4	0
3143	伏擊	3.9	1.114	6.9	0.663	0
3171	當心	5.1	1.114	5.5	1	11
3204	安身	5.9	1.114	3.9	0.663	13
3436	昌盛	7.1	1.114	5.6	0.8	0
1667	重要	6	1.1	5.6	0.8	2990
1685	負責	6	1.1	4.2	1.33	1108
1694	協調	5	1.1	4.2	1.47	387
1864	蓬勃	6	1.1	5.2	1.47	100
2128	指望	5	1.1	3.2	1.94	29
2619	安撫	5	1.1	3.2	0.98	36
2678	佔據	4	1.1	5.4	0.49	47
2704	追捕	4	1.1	5.8	0.75	19
2734	遏制	4	1.1	5.6	0.8	0
2799	剷除	4	1.1	5.4	0.8	20
51	嘻嘻	7	1.095	6.2	0.748	25
222	了不起	7	1.095	6.4	0.8	127
235	不仁	3	1.095	5.8	1.166	5
248	內疚	3	1.095	5	2.098	20
338	丟棄	3	1.095	5.6	1.96	37
387	死當	3	1.095	6.4	1.497	0
417	作弊	2	1.095	6.4	1.497	47
449	岔開	4	1.095	4.2	1.72	4
472	決定	6	1.095	7	0.894	1710
834	逆向	4	1.095	4.4	2.059	11
894	欲絕	2	1.095	8.2	0.748	0
922	甜密	7	1.095	5	1.897	0
1019	尊敬	7	1.095	5.4	1.497	115
1260	頑強	5	1.095	6.2	0.748	14
1347	慶功	7	1.095	7.2	1.166	0
1547	鎮壓	3	1.095	7	0.632	53
1581	競爭	5	1.095	6.6	1.356	631
1632	驚歎	5	1.095	7.6	1.02	10
3094	一面倒	3	1.095	5.8	1.568	0
3133	爆炸物	4	1.095	7.1	0.663	0
3563	陰霾	2.7	1.095	5.7	0.671	21
3572	殘缺	2.8	1.095	4	0.935	17
3575	脫胎換骨	8.2	1.095	6.8	0.837	29
3589	絢爛奪目	7.2	1.095	7.1	1.194	0
3590	發瘋	3.2	1.095	7.1	1.245	15
3691	清醒	6.2	1.095	3.7	1.396	66
3734	頗多	6.2	1.095	3.4	1.294	18
3738	魯莽	2.7	1.095	5.6	1.14	0
3743	整齊劃一	6.2	1.095	2.7	1.204	0
3785	暫緩	4.3	1.095	2.8	1.304	32
3876	看不慣	2.7	1.095	5.4	1.342	11
3877	看不過去	2.7	1.095	5.4	1.342	11
3911	白費	2.8	1.095	5.5	1.5	15
3956	變嫩	6.3	1.095	3.9	1.517	0
3992	大名鼎鼎	7.8	1.095	7.3	0.837	11
4026	不謀而合	6.8	1.095	4.4	1.342	15
4029	不知所云	2.2	1.095	3.6	1.14	7
4054	純熟	6.7	1.095	2.2	1.095	23
4090	一勞永逸	7.2	1.095	4.6	1.517	5
4095	心驚膽跳	2.7	1.095	8.3	0.671	0
4096	心驚膽戰	2.7	1.095	8.3	0.671	0
4097	心驚膽顫	2.7	1.095	8.3	0.671	0
4105	怡然自得	7.2	1.095	2.8	0.837	6
4122	一掃而空	6.8	1.095	7.4	1.194	7
4160	老少咸宜	6.8	1.095	3	1.225	9
4184	一枝獨秀	7.7	1.095	6.8	1.037	13
4199	天衣無縫	7.8	1.095	7	1	9
4216	堂堂正正	7.2	1.095	4.9	0.894	11
4293	小心翼翼	5.7	1.095	5.9	1.517	48
4301	凶狠	2.2	1.095	8.2	0.908	7
4330	兇狠	2.2	1.095	8.2	0.908	10
4506	扭歪	3.7	1.095	4	1.369	0
4523	不屈服	5.8	1.095	7.5	1.118	0
4541	賣國	2.7	1.095	5.6	1.557	0
4561	盡力而為	7.2	1.095	4.5	1.225	0
4591	匪類	2.3	1.095	4.8	1.304	0
4635	老謀深算	5.8	1.095	1.8	0.837	0
4640	狂妄	3.3	1.095	4.6	1.342	9
4657	流放	2.8	1.095	5.1	1.517	0
4662	心寒	2.8	1.095	2.6	1.342	7
4705	詭計多端	2.8	1.095	5.1	1.949	0
4829	困局	3.7	1.095	3.9	1.817	9
4898	不省人事	3.7	1.095	3.4	1.636	7
4899	人事不省	3.7	1.095	3.4	1.636	0
4965	卡住	4.2	1.095	4	2	33
4990	滾回去	2.7	1.095	6.4	2.191	0
5068	怠惰	3.2	1.095	1.9	0.742	8
5084	便民	5.8	1.095	1.8	0.837	69
5126	不均	4.2	1.095	2.8	2.049	29
5277	掉淚	3.2	1.095	5	1.369	6
5462	柔亮	6.8	1.095	4.8	1.255	0
5463	柔柔亮亮	6.8	1.095	4.8	1.255	0
5490	暗沈	2.7	1.095	5.2	1.396	0
5491	暗沉	2.7	1.095	5.2	1.396	0
5492	黯沉	2.7	1.095	5.2	1.396	0
5511	苗條	6.7	1.095	3.8	1.255	10
3554	一舉數得	7.4	1.084	6.3	1.304	8
3607	新穎	6.6	1.084	5.9	0.894	47
3703	道地	6.6	1.084	2.7	1.483	33
3704	道道地地	6.6	1.084	2.7	1.483	9
3872	乾爽	6.4	1.084	2.3	1.304	0
3915	專精	7.6	1.084	5.1	1.025	30
3927	聽得懂	6.4	1.084	4.3	1.718	0
4103	水火不容	2.6	1.084	7.9	1.14	5
4127	不慎	3.1	1.084	5.6	1.14	55
4129	天真爛漫	6.6	1.084	5	1.414	4
4139	事倍功半	3.4	1.084	5.1	1.342	13
4260	不閃頻	6.4	1.084	4.2	1.037	0
4271	勝出	7.4	1.084	6.1	0.962	0
4349	成名	7.4	1.084	6.9	1.245	43
4360	自給自足	7.4	1.084	4.3	1.304	22
4390	刺耳	2.6	1.084	6.9	1.245	16
4391	受潮	3.6	1.084	3.3	1.204	0
4394	奄奄一息	2.6	1.084	3.1	1.636	8
4412	刺耳聲	2.6	1.084	6.9	1.245	0
4525	從中作梗	3.6	1.084	4.1	1.673	0
4590	欺瞞	2.6	1.084	3.6	1.517	0
4686	貶低	2.9	1.084	5.2	1.643	9
4749	凶兆	3.4	1.084	3.6	1.14	0
4760	強壓	3.9	1.084	4.5	1.275	0
4858	凋謝	3.9	1.084	3.5	1.414	6
5129	碰壁	3.6	1.084	3.2	2.28	12
5193	亂說	3.6	1.084	4.2	1.304	0
5194	亂說話	3.6	1.084	4.2	1.304	0
5195	亂講	3.6	1.084	4.2	1.304	6
5196	亂講話	3.6	1.084	4.2	1.304	0
5212	氣死	2.4	1.084	7.6	0.962	24
5213	氣死人	2.4	1.084	7.6	0.962	0
5270	胡謅	3.4	1.084	4.8	1.525	0
5271	胡說	3.4	1.084	4.8	1.525	18
5272	胡說八道	3.4	1.084	4.8	1.525	12
5334	福音	6.6	1.084	4.1	1.782	39
5387	死不瞑目	1.9	1.084	5.7	1.924	0
5388	耍狠	3.1	1.084	5.7	1.483	0
5416	令人驚羨	5.4	1.084	4.7	1.565	0
5447	好塗	6.6	1.084	4.3	0.908	0
5483	無眉怪	2.9	1.084	5.7	1.351	0
5489	塗不勻	3.4	1.084	5.7	1.151	0
5503	嬌嫩	5.9	1.084	3.6	1.14	0
2815	垮台	2.7	1.077	6.3	1.833	9
2817	勸阻	5.3	1.077	5.4	1.772	18
2858	蠻橫	3.3	1.077	5.8	1.122	15
2923	不智	3.7	1.077	3.9	1.428	0
2952	責任心	6.7	1.077	3.3	0.872	8
2977	喝彩	6.7	1.077	6.2	1.208	0
3093	隔絕	3.7	1.077	4.6	1.02	34
3106	束手無策	3.7	1.077	5.7	1.327	28
3173	懺悔	4.3	1.077	6.3	1.661	16
3179	清澈	6.3	1.077	4.6	1.356	51
3217	舒暢	7.3	1.077	5.9	1.114	27
3220	香甜	6.7	1.077	4.2	0.98	10
3240	彬彬有禮	7.3	1.077	5.6	0.583	8
3242	工整	6.7	1.077	4.1	0.663	13
3252	紅潤	6.3	1.077	4.9	2.01	14
3475	傳奇性	6.3	1.077	4.4	2.059	11
3206	痛快	6.4	1.068	7.3	0.6	40
3271	形影不離	6.4	1.068	6	0.632	0
3276	討人喜歡	7.4	1.068	5.9	1.685	0
3574	盛大	7.5	1.061	6.8	1.304	50
3740	糗爆	2	1.061	6.8	1.304	0
3819	雞婆	3	1.061	6.2	0.908	0
3916	崇尚	7	1.061	6	1.458	26
4119	特殊	6.5	1.061	3.4	1.517	734
4763	減損	4	1.061	3.4	1.949	9
4881	狂亂	3.5	1.061	6.5	2.291	4
5133	拖垮	3	1.061	4.1	1.517	11
5485	嗆鼻	2.5	1.061	6.6	1.342	0
3077	背離	3	1.049	4	1.265	17
3176	至高	7	1.049	6.6	1.2	0
3585	循序漸進	6.8	1.037	4.9	1.342	13
3645	盛開	6.8	1.037	5.3	1.396	34
3675	勤勞	6.8	1.037	4	1.414	46
3688	無言	3.2	1.037	4.2	1.304	33
3698	寥寥無幾	2.8	1.037	4.3	1.396	5
3700	彆扭	3.2	1.037	5	1.458	0
3702	遊刃有餘	7.7	1.037	3	1.458	0
3728	潦草	3.2	1.037	3.6	1.387	5
3760	勤儉	6.8	1.037	2.9	1.597	9
3777	暢銷	7.8	1.037	6.2	1.351	60
3815	雜七雜八	2.7	1.037	5.2	1.304	7
3833	鮮艷	7.2	1.037	4.3	1.396	30
3920	耗盡	3.7	1.037	5.7	1.483	15
4086	神奇	6.2	1.037	6.6	1.387	100
4112	凍僵	4.2	1.037	5.1	1.245	5
4118	挺拔	7.2	1.037	4	1.225	11
4211	堆積如山	3.3	1.037	5.6	0.652	10
4319	外強中乾	3.2	1.037	4.5	0.5	0
4356	灰濛濛	3.7	1.037	3.1	1.597	8
4368	完封	8.2	1.037	7.5	1.225	6
4587	挑撥是非	2.8	1.037	5.8	1.304	0
4604	爛仗	2.8	1.037	4.9	1.597	0
4648	消瘦	5.2	1.037	3.6	1.342	5
4684	妄動	4.2	1.037	4.3	1.396	4
4718	驚叫	3.2	1.037	8.6	0.894	18
4726	孤寂	2.8	1.037	2.2	1.643	26
4752	猛攻	4.3	1.037	5.8	1.304	7
4753	不可諱言	4.8	1.037	3.3	1.643	6
4755	狠毒	2.7	1.037	5.4	0.962	5
4780	干戈	3.3	1.037	4.3	1.304	0
4804	淺薄	3.8	1.037	2.7	0.447	24
4848	揮霍	3.7	1.037	5.7	2.049	9
4856	慘死	2.8	1.037	6.3	2.019	9
4912	喋喋不休	3.8	1.037	5.6	2.074	7
5007	不公正	3.3	1.037	4.1	1.746	0
5063	設伏	3.8	1.037	3.7	2.387	0
5449	死白	3.3	1.037	5.6	1.14	0
5469	純凈	6.8	1.037	3	1.173	0
5509	艷麗	5.8	1.037	4.5	1.061	18
5510	豔麗	5.8	1.037	4.5	1.061	18
3096	苦心	3.8	1.03	4.8	1.03	18
3288	收買	3.8	1.03	4.7	1.887	9
3348	乞丐	2.8	1.03	4.7	1.939	34
3395	學有專精	6.7	1.03	4.8	0.51	0
3566	深入淺出	6.9	1.025	5.3	1.204	11
3571	殘破	2.9	1.025	4.6	1.294	12
3599	順耳	5.9	1.025	5	1.225	4
3623	專注	7.1	1.025	3.6	1.342	89
3661	亂掉	3.1	1.025	4.2	1.643	6
3663	傻眼	4.1	1.025	4.6	1.782	4
3683	過冷	2.9	1.025	4.7	1.483	0
3697	墊底	1.9	1.025	4.8	1.351	8
3811	嚇歪	2.9	1.025	7.4	1.517	0
3849	變差	2.9	1.025	5.3	1.204	0
3853	風靡	6.1	1.025	6.8	1.095	23
3866	跟不上	2.9	1.025	4.8	1.304	0
4024	退稅	5.9	1.025	6.2	1.643	8
4077	知名	6.9	1.025	4.1	1.14	245
4106	性感	6.1	1.025	4.5	1.414	33
4125	口乾舌燥	2.9	1.025	4.2	1.304	5
4144	苦澀	3.1	1.025	3.6	1.194	15
4163	一無是處	1.9	1.025	7	1	8
4175	枯燥	3.1	1.025	2.8	1.095	37
4210	高不可攀	2.9	1.025	6.5	1	0
4252	流線	5.9	1.025	3.3	1.204	0
4374	沒骨氣	2.9	1.025	3.6	0.418	0
4505	內訌	3.1	1.025	6.2	1.483	6
4542	善辯	4.9	1.025	4.6	0.548	0
4565	不孝	2.1	1.025	5.8	1.643	19
4594	孤僻	3.1	1.025	2.5	1.581	8
4658	靠不住	2.9	1.025	4.4	1.517	6
4680	加收	4.1	1.025	3.8	1.643	6
4877	服喪	3.1	1.025	4.2	1.956	4
4947	惡果	3.1	1.025	3.8	2.168	28
4949	嗜殺	1.9	1.025	6.6	2.51	0
5108	刺探	4.1	1.025	2.4	0.894	0
5241	痛恨	2.1	1.025	7.3	1.718	25
5371	大鬧	2.9	1.025	5.3	0.837	9
5409	昏昏欲睡	4.1	1.025	3.3	1.718	0
5436	不粘不糊	6.4	1.025	4.9	1.14	0
5446	好推勻	6.9	1.025	4.4	1.387	0
5460	亮麗	6.9	1.025	4.7	1.151	76
1	不可思議	5.4	1.02	7.2	1.327	80
41	無情	2.6	1.02	5.8	2.4	79
42	無理	2.6	1.02	6.8	1.166	22
56	小心	4.6	1.02	6	0.894	435
59	支撐	5.6	1.02	5.6	1.855	117
76	貢獻	7.4	1.02	5.6	1.02	302
92	適合	5.6	1.02	3.8	1.47	667
104	贏得	7.4	1.02	7	1.265	197
113	放屁	2.6	1.02	7	1.673	4
114	狗屁	2.4	1.02	7.6	1.02	4
120	該死	2.6	1.02	7.6	1.2	10
158	侮辱	2.4	1.02	7.6	0.8	53
165	辱罵	2.4	1.02	7	1.673	7
170	逗弄	5.4	1.02	5.4	1.02	7
205	離婚	2.4	1.02	5.8	1.327	159
220	一無所有	2.4	1.02	4.4	2.245	15
223	人心惶惶	2.6	1.02	7.4	1.02	15
229	大笑	6.4	1.02	6.8	0.4	97
237	不顧一切	4.6	1.02	7.8	0.98	10
244	仇	2.4	1.02	6	0.894	21
276	心痛	2.6	1.02	7.2	0.98	29
294	可恥	2.4	1.02	7.2	0.98	14
305	外傷	3.6	1.02	6.2	1.166	22
307	失控	2.4	1.02	7.8	0.748	37
313	平靜	6.4	1.02	2.4	1.497	148
384	死刑	2.4	1.02	7.2	1.327	37
392	百感交集	3.4	1.02	7.2	0.98	6
412	低能兒	2.6	1.02	4.8	1.6	0
416	作嘔	2.6	1.02	7.4	1.02	4
420	冷	3.6	1.02	4.4	0.8	263
422	冷酷	2.4	1.02	5.4	1.855	19
424	利己	5.6	1.02	4.8	0.98	12
438	妨害	2.6	1.02	6.2	0.748	77
441	孝順	7.4	1.02	5.4	1.625	90
442	孝敬	7.4	1.02	5.4	1.02	9
470	攻擊	3.6	1.02	7.4	1.2	341
475	沉著	6.4	1.02	3.2	1.166	10
518	和睦	6.6	1.02	4.2	1.47	19
577	治療	5.4	1.02	3.8	1.833	432
584	知識	6.6	1.02	3.4	1.855	917
589	非人	3.4	1.02	5.8	0.748	11
632	威嚴	5.4	1.02	5.4	0.49	19
637	怒	2.4	1.02	7.2	0.98	68
648	思念	4.4	1.02	4.4	1.625	40
693	美德	7.4	1.02	5.2	2.315	47
736	容忍	3.6	1.02	5.6	1.02	58
766	浪漫	6.6	1.02	6	1.095	207
769	消滅	3.6	1.02	6	1.265	80
773	疲於奔命	2.4	1.02	6	1.095	20
783	真相	6.4	1.02	5.4	1.497	119
784	真理	6.4	1.02	5.6	1.744	191
815	荒謬	2.6	1.02	7.2	0.748	68
832	迷戀	4.4	1.02	6.2	1.72	15
893	敗壞	2.6	1.02	7.6	0.8	22
897	淘氣	5.6	1.02	5.6	1.356	25
907	淹沒	3.6	1.02	5.6	1.744	54
947	羞恥	2.6	1.02	7.4	0.8	22
988	善良	7.4	1.02	4.4	1.356	83
1008	喪偶	2.6	1.02	6.2	1.166	9
1129	閒散	4.6	1.02	2.2	0.748	6
1131	隆重	6.6	1.02	7	0.894	30
1254	違法	2.4	1.02	6.6	1.2	138
1268	嘆息	3.4	1.02	3.8	1.166	26
1290	疑慮	3.6	1.02	5	1.095	68
1299	精美	6.4	1.02	4.2	1.72	71
1303	緊張	3.6	1.02	7	0.632	394
1332	僵冷	3.6	1.02	3.4	1.625	0
1348	慶生	6.4	1.02	6.4	1.497	8
1361	憤	2.6	1.02	7.6	1.02	25
1392	熱情	6.6	1.02	6.4	1.2	138
1395	熱鬧	6.4	1.02	6.6	0.49	275
1420	質疑	3.6	1.02	5.6	0.8	227
1439	戰勝	7.4	1.02	7.4	1.02	35
1461	積極	6.6	1.02	6.6	0.8	919
1466	興趣	6.6	1.02	5.4	0.8	855
1493	優良	7.6	1.02	6.2	1.6	154
1512	燦爛	6.6	1.02	6.4	1.356	75
1535	褻瀆	2.4	1.02	7.6	1.02	4
1545	鎮定	5.4	1.02	2.8	1.47	17
1546	鎮靜	5.4	1.02	1.8	0.748	12
1582	耀眼	6.6	1.02	6.4	1.02	64
1604	歡笑	7.4	1.02	6.8	0.4	33
1643	靈敏	6.6	1.02	4.2	1.166	34
1662	完成	6.4	1.02	5	0.63	1663
1664	通過	6.4	1.02	4.4	1.2	752
1785	傑出	7.4	1.02	5	1.67	219
1925	友善	6.6	1.02	4	1.41	40
2012	奪魁	6.6	1.02	5.2	1.72	14
2071	安樂	5.6	1.02	3.4	1.5	11
2105	忍耐	4.6	1.02	4.4	1.36	60
2113	激盪	5.6	1.02	6	1.1	40
2247	地震	3.4	1.02	5.2	1.94	202
2255	意外	3.4	1.02	5.2	0.98	210
2433	佔領	3.4	1.02	6.4	1.02	55
2436	制止	4.4	1.02	5.8	0.75	59
2522	擊中	4.6	1.02	5.6	0.8	30
2545	變革	3.6	1.02	6	1.26	91
2706	抓住	4.4	1.02	4.8	0.4	126
2732	安慰	4.6	1.02	3.4	1.02	135
2753	較勁	4.4	1.02	6.2	1.17	32
2814	不切實際	3.6	1.02	4.5	1.673	27
2874	趕出	3.9	1.02	5.3	1.778	18
2972	可敬	6.4	1.02	4.7	1.166	18
2987	志氣	6.6	1.02	4.8	1.631	23
3080	解雇	2.4	1.02	6.6	1.02	12
3125	乏人問津	3.6	1.02	4.7	1.661	13
3192	談笑	6.9	1.02	5.4	1.594	17
3238	完滿	7.4	1.02	6	0.632	8
3345	挫傷	3.4	1.02	4	2.258	0
3528	嘻嘻哈哈	5.6	1.02	6.1	1.2	9
4405	平平靜靜	6.4	1.02	2.4	1.497	0
4432	無理性	2.6	1.02	6.8	1.166	0
4433	沒理性	2.6	1.02	6.8	1.166	0
4442	歎息	3.4	1.02	3.8	1.166	0
2813	查禁	4.5	1	4.1	1.625	18
3245	興沖沖	6.5	1	6.7	0.748	14
3588	無往不利	7	1	6.5	1.225	7
3613	落單	3	1	5	1	6
3620	一覽無遺	6	1	4.8	1.304	5
3622	專心	7	1	3.4	1.517	125
3628	單調	4	1	3.2	1.304	51
3647	淺顯易懂	6.5	1	4.7	1.565	0
3736	銳減	3.5	1	4.6	1.387	30
3741	銳利	6.5	1	4.9	1.432	17
3755	過氣	3	1	4	1.414	8
3767	嘆為觀止	7.5	1	7.8	1.151	13
3772	聞之色變	3	1	6.6	1.14	0
3852	枉費	3	1	6.3	1.483	6
3856	緩解	6.5	1	3	1.414	8
3863	獨得	7	1	6.1	1.245	11
3868	歷盡滄桑	4	1	5.8	1.643	0
3885	精準	7.5	1	6.1	1.517	14
4003	心急	3	1	8	1.225	17
4036	吃不開	3	1	3.6	1.342	0
4051	風平浪靜	6	1	1.4	0.894	7
4113	弱不禁風	3	1	2.6	1.194	0
4116	風流	2.5	1	4.1	1.517	19
4148	茂密	6	1	4.7	0.975	36
4291	大功告成	8	1	7	1.458	13
4292	大失所望	2	1	7.2	0.671	9
4324	正點	7	1	6.8	1.483	7
4328	白搭	3.5	1	3.8	1.483	0
4352	死板	3.5	1	3.6	0.894	6
4353	死板板	3.5	1	3.6	0.894	0
4370	抓狂	2	1	8.7	0.447	8
4510	袖手旁觀	3.5	1	3.5	1.414	5
4536	慘烈	3.5	1	7.4	0.894	17
4537	窮途末路	2.5	1	7	1.173	8
4553	跛子	3.5	1	2.8	1.304	0
4574	卑下	3	1	3.3	1.204	0
4576	不可名狀	6	1	5.6	1.342	0
4720	貶黜	3	1	4.3	2.168	0
4740	拍馬屁	3.5	1	4	2.398	4
4842	討厭鬼	3.5	1	4.2	1.255	0
4967	吵鬧	3.5	1	7.2	1.483	29
4968	吵吵鬧鬧	3.5	1	7.2	1.483	8
4984	有得瞧	4	1	4.2	2.168	0
5009	壓搾	2.5	1	5.1	1.746	0
5046	由不得	3.5	1	4.7	1.643	7
5136	貶損	3.5	1	2.8	1.483	0
5141	除掉	4	1	4.2	1.924	16
5174	煞風景	3.5	1	3.6	1.949	4
5222	始作俑者	4	1	4.7	1.304	9
5303	粗劣	3.5	1	3.3	0.447	0
5348	擅離職守	3.5	1	4.3	1.789	0
5382	忿恨	3	1	6.1	1.14	0
5474	乾癢	3	1	5.9	1.387	0
45	無禮	2.8	0.98	7	1.095	15
52	隨便	4.2	0.98	5.2	0.4	203
60	付出	5.8	0.98	5.6	1.356	306
74	相信	7.2	0.98	5.4	1.356	1147
103	贏	7.2	0.98	7	1.265	137
121	賤	2.2	0.98	7.2	1.166	32
164	原諒	5.8	0.98	4.2	1.47	103
167	情人	6.8	0.98	6.6	0.49	79
173	詛咒	2.2	0.98	7.4	1.02	14
213	歡聚	7.2	0.98	6.2	1.47	0
236	不貞	2.8	0.98	6.8	1.327	0
261	反叛	2.8	0.98	6.4	2.154	24
270	引人注目	5.8	0.98	6.4	0.49	33
277	心愛	7.2	0.98	6.4	1.497	44
347	危	3.2	0.98	6.6	1.02	27
371	有利	5.8	0.98	5.4	1.356	168
388	死路	3.2	0.98	5	1.673	0
408	色情	2.8	0.98	6.2	1.72	120
430	吻	7.2	0.98	7.6	0.8	34
437	妓女	2.8	0.98	4.8	1.327	47
447	宏偉	7.2	0.98	7	0.632	40
496	刺痛	2.8	0.98	6.6	1.497	9
566	易怒	3.2	0.98	6.6	1.02	0
604	保護	6.8	0.98	6.8	0.4	893
610	冒險	4.8	0.98	7.6	0.49	77
658	拼命	5.2	0.98	7.6	0.49	58
752	悔悟	3.2	0.98	7	0.632	0
759	效率	6.2	0.98	4.8	1.6	504
762	栩栩如生	6.8	0.98	5.4	1.96	20
765	氣餒	2.8	0.98	4	1.265	13
796	笑容	7.2	0.98	5.2	1.72	135
831	迷路	4.2	0.98	5.2	1.833	18
838	高傲	3.2	0.98	6	1.549	8
856	堅定	6.2	0.98	6.4	1.497	108
858	娼妓	2.8	0.98	5.8	1.6	5
872	得意	5.8	0.98	5.4	1.356	151
879	患病	2.8	0.98	4.8	1.6	11
887	控制	4.2	0.98	5	2.098	758
902	深思	5.2	0.98	2.6	1.356	74
919	理想	6.8	0.98	5	1.265	450
924	甜蜜	6.8	0.98	5.4	2.059	44
987	善心	6.8	0.98	4.2	1.47	22
1001	喜劇	6.8	0.98	5	2.098	48
1021	尊嚴	6.2	0.98	5.2	1.6	165
1067	欺	3.2	0.98	6.2	0.748	17
1110	絕望	2.2	0.98	6	2	68
1120	訴苦	3.2	0.98	6.6	0.8	25
1123	跛	3.2	0.98	5	1.673	5
1124	跛腳	3.2	0.98	5.2	1.939	4
1125	鈍	3.8	0.98	2.6	1.2	10
1167	愛慕	6.8	0.98	6.2	1.6	14
1183	敬畏	6.8	0.98	6.4	1.02	14
1202	溫暖	7.2	0.98	4.2	1.166	201
1237	解決	6.2	0.98	4.8	1.47	1537
1250	過錯	3.2	0.98	5	1.673	20
1276	慷慨	6.8	0.98	5.8	0.748	35
1295	禍	3.2	0.98	6	1.414	43
1393	熱望	6.2	0.98	6	1.414	0
1465	興致	6.2	0.98	6	0.894	28
1475	諾言	6.8	0.98	5.8	0.748	26
1519	繁瑣	3.8	0.98	5	1.095	27
1532	艱澀	3.2	0.98	7.2	1.327	7
1533	艱難	3.2	0.98	7.2	0.748	69
1563	癡迷	3.8	0.98	6.8	1.72	0
1575	嚴重	3.2	0.98	7	0.632	992
1623	驚恐	2.8	0.98	7.8	0.748	14
1645	齷齪	2.2	0.98	8	0.632	0
1665	特別	5.8	0.98	4.2	0.98	2156
1670	改革	6.2	0.98	5.4	1.2	671
1703	促進	6.2	0.98	5.4	1.02	380
1713	給予	5.8	0.98	4.2	1.17	489
1729	公平	5.8	0.98	4	1.26	439
1795	慰問	4.2	0.98	4.4	1.36	17
